sample_index,log10_kxx,log10_kyy,log10_kzz,cluster
2378,-5.5549379969,-1.3127781040,-4.8924901569,3
2379,-2.2803597240,-1.4480630887,-0.8851943077,2
2380,-2.2895445029,-1.1977762820,-1.4530035517,2
2381,-2.1497107920,-1.2289835760,-1.1309545978,2
2382,-1.7401176817,-1.4651669043,-0.9644553284,2
2383,-4.0587923163,-5.0454823249,-1.1957511929,1
2384,-2.2134571596,-1.0125095047,-0.9355842395,2
2385,-3.4243828864,-1.2300861601,-0.9436226217,1
2386,-3.5910362696,-1.1669743558,-0.8663147458,1
2387,-3.0276925465,-1.3879322015,-1.2576507013,2
2388,-2.0932607062,-1.2274649987,-0.8219850611,2
2389,-1.6778308228,-1.0753034968,-1.3922873167,2
2390,-4.6209459807,-1.0522878269,-0.8381015948,1
2391,-2.1908688113,-1.1046337800,-1.1576289419,2
2392,-2.1230923275,-1.2465525040,-1.1941935312,2
2393,-1.5761991582,-1.0848349037,-1.0304104272,2
2394,-4.7738465505,-4.5370382150,-1.6563080966,1
2395,-2.2634588602,-1.1321471926,-0.6044168510,2
2396,-4.3454364798,-1.3437505027,-1.0578755910,1
2397,-2.0279327898,-1.2301285513,-1.5706437614,2
2398,-5.0878601469,-1.2878322989,-4.9010720778,3
2399,-5.2492627821,-2.4270545887,-1.3994911186,1
2400,-2.4866039703,-1.2668806959,-1.1371891116,2
2401,-4.5566072651,-1.0901504662,-1.3380948166,1
2402,-2.3678925707,-1.4708756817,-1.1472325058,2
2403,-2.8105151096,-0.9932071895,-0.6240396838,2
2404,-1.6538045062,-1.3512382365,-0.8287174575,2
2405,-2.5469949786,-1.1728737635,-1.5296014020,2
2406,-2.1688263339,-1.2277590924,-0.8447648135,2
2407,-5.3932004169,-1.0548007273,-2.6440777635,1
2408,-2.2342477642,-1.0722614436,-1.3905172304,2
2409,-2.9638946042,-1.3462284285,-1.4550946599,2
2410,-5.6161972883,-1.2272105604,-5.0224356878,3
2411,-2.0958654357,-1.1289817031,-1.0046243198,2
2412,-4.5007999775,-1.9666072968,-4.9212538179,3
2413,-1.8502776108,-0.9174178668,-0.8980619917,2
2414,-2.7410270666,-1.1209417947,-5.0657983821,3
2415,-1.4764840624,-1.1199980844,-5.0026326450,3
2416,-2.0567185739,-0.9964493254,-0.6176180335,2
2417,-4.4357181507,-1.2984988160,-1.1167724249,1
2418,-1.7903089035,-0.8768258738,-0.4641638167,2
2419,-2.1872157699,-0.9064713140,-0.5822368632,2
2420,-2.1866868896,-1.1603088973,-1.1468054097,2
2421,-1.7648273630,-1.0574422795,-1.0966219605,2
2422,-3.0890008668,-1.0290167215,-0.9117550846,2
2423,-2.4314118040,-1.1465652176,-1.3701782542,2
2424,-5.3374783872,-1.1448101903,-1.1885798325,1
2425,-1.9799508221,-1.0726556844,-0.9303448539,2
2426,-3.0911767202,-1.2535338895,-0.9443652844,2
2427,-1.8385882121,-0.8183598459,-0.8787687897,2
2428,-1.8697095889,-1.2654720956,-0.7760125270,2
2429,-1.4717751530,-0.6609003658,-0.5087166897,2
2430,-1.8431893976,-1.2376715794,-1.0452223653,2
2431,-2.0731117196,-0.8762033149,-0.7462390042,2
2432,-2.3271052112,-1.2942338393,-1.9116429392,2
2433,-2.0038002811,-1.3295634634,-2.3781886857,2
2434,-1.8579071395,-1.2775827567,-1.2984444952,2
2435,-2.2178767217,-1.0979830711,-1.2449451755,2
2436,-2.4206968013,-1.2260913654,-1.1172079731,2
2437,-2.1810231384,-1.4079371089,-0.9494676944,2
2438,-2.1913744308,-0.8168620429,-0.6853461987,2
2439,-1.8920231050,-0.9671904337,-1.0894203302,2
2440,-2.6659637615,-1.2070554383,-0.9498244586,2
2441,-1.6041550652,-1.1296013846,-0.7879681504,2
2442,-4.1250791404,-1.1735153612,-0.8840836143,1
2443,-2.1990829869,-1.2081867813,-0.9807798355,2
2444,-2.1881345754,-1.0810987389,-1.0398351623,2
2445,-2.6217275051,-1.1052083302,-1.0679112110,2
2446,-2.0398538135,-1.2902321185,-1.1001402845,2
2447,-3.2741370303,-2.3393100869,-1.8647362727,2
2448,-2.5550961000,-1.4380212161,-1.0013732100,2
2449,-4.5292425698,-0.8339843989,-1.1622618438,1
2450,-5.0206554792,-1.1524874515,-1.2848108276,1
2451,-2.0951751848,-1.2407550531,-1.0172020861,2
2452,-1.9605324988,-1.5620530161,-1.5749413185,2
2453,-2.0293429951,-1.2899689947,-1.5883095312,2
2454,-2.1351373942,-1.1809179718,-1.3151060509,2
2455,-3.0755300089,-0.9688003398,-1.0290695125,2
2456,-1.7743154381,-1.1909603288,-1.1160791439,2
2457,-1.7465155412,-1.2606025787,-5.0538116726,3
2458,-1.9702461643,-1.5197346646,-1.3839985726,2
2459,-4.1041504063,-1.0802433617,-1.4200009458,1
2460,-1.4178655687,-0.9003893934,-0.8773983780,2
2461,-4.4668794027,-1.7025985192,-1.4721401209,1
2462,-1.9816674437,-1.3002626571,-0.6472221063,2
2463,-1.4385236025,-1.1456505680,-0.8897797471,2
2464,-2.5621383777,-1.2244341952,-1.5652633343,2
2465,-1.2537158219,-1.0334712326,-1.6166885255,2
2466,-2.1247584698,-1.0156032842,-0.9462388145,2
2467,-1.6098992889,-1.3154371453,-0.7752403510,2
2468,-1.9238905686,-1.0230628506,-0.9175292250,2
2469,-1.6597550175,-1.0964823346,-4.9924426072,3
2470,-2.6683036861,-1.0696194374,-0.8127414414,2
2471,-1.1624960234,-1.0273080349,-0.5803524024,2
2472,-1.6861065323,-0.7859371021,-0.8377689405,2
2473,-4.1436694177,-1.2023157731,-0.9472716367,1
2474,-2.9283200801,-1.0737933844,-1.3318060267,2
2475,-2.2049254202,-0.8292754133,-1.0472325313,2
2476,-2.7536898339,-1.0661365582,-1.2303198879,2
2477,-2.6168822503,-0.9950707509,-0.7769344796,2
2478,-2.2253538622,-1.3004856949,-1.7495791826,2
2479,-2.0317283229,-1.3959444745,-1.0814802510,2
2480,-4.8927617243,-0.8482881596,-0.9505724729,1
2481,-2.4143584909,-1.5537699016,-1.0494348465,2
2482,-4.9124918705,-0.4850934955,-0.6006619189,1
2483,-1.6922721900,-1.5217378451,-5.3595233655,3
2484,-1.9553051399,-1.1178727166,-0.9905686277,2
2485,-2.1780284401,-1.3963943058,-1.1999166173,2
2486,-1.9360722266,-0.9833988514,-1.0286316977,2
2487,-2.5642702804,-1.0112343025,-0.9068040544,2
2488,-4.7642320777,-0.9507677348,-1.0062272046,1
2489,-1.7736607565,-1.1804170434,-1.3601512859,2
2490,-2.1312718669,-1.0388857862,-0.6067446148,2
2491,-2.1752254179,-4.0603276069,-0.9209386100,2
2492,-3.0707298713,-1.2442098129,-0.7996117063,2
2493,-5.1369320704,-1.1622059813,-1.1987984409,1
2494,-5.5180048337,-1.4394782185,-4.9521367258,3
2495,-2.2239118904,-1.4954800894,-1.3425791353,2
2496,-3.6795601663,-1.3074293967,-2.2331908774,1
2497,-2.7459386041,-1.2189704082,-0.9353782119,2
2498,-2.1051045102,-1.9056488274,-1.4158955204,2
2499,-2.6974397405,-1.0182138372,-1.2188896153,2
2500,-1.7566373789,-1.5785270384,-0.9522217525,2
2501,-1.6105752991,-1.0274172410,-0.6667992120,2
2502,-2.0116586200,-1.4591867128,-1.2710926813,2
2503,-2.3524667284,-1.3360224807,-1.5453342506,2
2504,-2.5658865119,-1.3638027933,-1.4094625848,2
2505,-2.2024680596,-1.0355187836,-0.9836488875,2
2506,-2.1522309878,-1.0530682029,-1.3173924786,2
2507,-2.6329418738,-0.9884300139,-1.0760709730,2
2508,-5.0426025312,-1.3823734314,-1.7359445950,1
2509,-2.4000725529,-1.2116334873,-1.9859942083,2
2510,-2.1685256387,-1.1994575043,-1.0202694712,2
2511,-4.5136339153,-1.1630894114,-0.9078403875,1
2512,-1.7565440852,-0.8985674640,-1.0049959372,2
2513,-2.4010646830,-1.1278860951,-1.0984932060,2
2514,-2.3582831321,-1.1033534407,-0.8098563974,2
2515,-3.1591947201,-1.4047664627,-0.9017412555,2
2516,-3.7001276597,-1.3493114177,-1.6272842809,1
2517,-2.1387336549,-1.2196628422,-1.0206008333,2
2518,-1.5561492073,-1.3911137063,-1.7863628332,2
2519,-1.8029458374,-1.3818265504,-1.1047626264,2
2520,-2.4269995980,-1.1338489926,-0.9108124595,2
2521,-2.9579910437,-1.3080239321,-1.1134040589,2
2522,-3.3350503218,-3.9082493395,-1.4127630684,2
2523,-2.1974507485,-0.9090319537,-1.4718937539,2
2524,-2.5535429165,-1.5313984670,-1.3054665144,2
2525,-4.5455596561,-1.0380071445,-0.9631068105,1
2526,-1.9778866947,-1.0925282446,-1.1844931014,2
2527,-5.4180282214,-0.8458868348,-4.6723237400,3
2528,-2.6691427731,-1.2931608177,-1.3673054053,2
2529,-1.9253112286,-1.2312163004,-1.0199413014,2
2530,-2.2198481037,-1.5683101290,-1.5324663217,2
2531,-3.2219605583,-1.2395433440,-1.0475182683,2
2532,-2.0872748708,-0.9852976326,-2.6920476489,2
2533,-2.1432189955,-0.9778922422,-1.1514675176,2
2534,-2.2947776221,-1.4359076800,-1.6615991734,2
2535,-2.5758046985,-1.0696950128,-0.6107028226,2
2536,-5.0334414621,-1.5683165207,-5.0571985831,3
2537,-1.9773625629,-1.1240311621,-0.8021886762,2
2538,-3.0503221488,-0.8122309553,-0.9990372941,2
2539,-1.8968604108,-1.0852981683,-1.6147101215,2
2540,-1.8569861826,-1.5715510941,-1.0990917722,2
2541,-1.6827055130,-0.8721951576,-0.6386870936,2
2542,-2.1231151384,-1.1376031310,-1.1872915338,2
2543,-1.9950025777,-1.1515451269,-1.4499146615,2
2544,-4.9055874340,-1.0045357657,-1.1822309370,1
2545,-1.8342905749,-1.1678936234,-1.6295048270,2
2546,-1.7032709367,-1.3062549224,-1.7606665988,2
2547,-1.9827143136,-0.9507108418,-1.4215386620,2
2548,-2.1329501959,-1.0091385664,-1.5331506068,2
2549,-2.3411849559,-1.3359563683,-2.4140597553,2
2550,-2.2739220296,-1.1808114805,-1.9336911807,2
2551,-2.8755984198,-1.1765148413,-1.5509378985,2
2552,-2.1718610888,-1.4222858879,-1.0273469945,2
2553,-1.7024078054,-1.1056618600,-1.1948986963,2
2554,-2.3924280034,-1.0760194424,-1.8542926439,2
2555,-5.5205020634,-1.4335856629,-1.9447277667,1
2556,-3.0622821485,-4.8495068678,-1.2334540068,2
2557,-2.3189110438,-0.9483974842,-1.0002211086,2
2558,-3.1611200617,-1.1548778747,-0.9475231523,2
2559,-1.8878002918,-1.4973015060,-0.9473726240,2
2560,-1.7779381188,-1.3600691449,-1.3075129169,2
2561,-4.8843044788,-1.1983753699,-1.3409155276,1
2562,-3.2755852020,-1.4636994023,-1.2419030315,2
2563,-5.1666446928,-1.4963096100,-4.7773766961,3
2564,-1.9613425168,-1.1039483637,-1.1417417235,2
2565,-2.1999455455,-1.3729223842,-2.2392407095,2
2566,-2.2151554609,-1.1568313082,-1.1213892452,2
2567,-2.9328868864,-1.4337395277,-0.9517717248,2
2568,-2.6824130724,-1.1015250395,-1.1760117064,2
2569,-3.7095092172,-0.8379426738,-0.7481740336,1
2570,-2.2221837209,-1.1688649009,-1.3661402009,2
2571,-1.9057903709,-1.1313983507,-1.0236004296,2
2572,-2.4116288251,-1.0854079972,-0.9334640583,2
2573,-2.0235517258,-0.9475646759,-0.6935631026,2
2574,-2.3551209443,-0.8856641821,-0.7216435061,2
2575,-1.9796938010,-0.9015965091,-0.8642380229,2
2576,-2.0605660456,-0.9956551535,-0.6738983056,2
2577,-2.0833150013,-1.0758304176,-1.0112534907,2
2578,-3.5359849320,-1.2983224752,-1.8140717587,1
2579,-2.2084348197,-1.4389249315,-1.1772976086,2
2580,-2.0538962909,-1.0186099952,-1.0803408134,2
2581,-1.8016915078,-1.1576523028,-1.2678830271,2
2582,-4.2152741030,-1.5489011515,-1.2994235460,1
2583,-2.3911076491,-1.5684564721,-5.0275996737,3
2584,-5.0601849288,-1.0382097864,-0.9775889854,1
2585,-2.0524763086,-1.2769771599,-0.8137577076,2
2586,-2.0390343285,-1.2640463421,-0.9261094482,2
2587,-1.6434586098,-0.6168247770,-0.6630745827,2
2588,-2.1377863242,-1.3166122037,-1.8738100189,2
2589,-4.3932065346,-0.8759885930,-0.8812197929,1
2590,-2.6481206997,-0.5896160124,-0.5153420919,2
2591,-2.6235656547,-1.4568974450,-0.8316448525,2
2592,-2.3524854832,-1.5769112692,-1.0441500075,2
2593,-1.7074516524,-1.0231669234,-1.2467245788,2
2594,-1.6928354351,-1.2392121359,-1.5117030991,2
2595,-2.4543961993,-1.0020156526,-0.9158919118,2
2596,-1.8054551122,-1.1840222165,-0.9935862387,2
2597,-2.3062329255,-1.3714232958,-1.1616622257,2
2598,-2.7935463329,-1.3849432899,-0.9071465375,2
2599,-2.9080605932,-1.1587774768,-4.7099584048,3
2600,-2.2703205327,-1.4054098796,-1.5764663712,2
2601,-4.0404284349,-1.4397066427,-0.8330957407,1
2602,-2.9305402759,-1.0945316950,-1.3369981509,2
2603,-5.6157039681,-1.6142247968,-4.9525485272,3
2604,-1.9536154864,-1.0731472916,-0.7971150801,2
2605,-2.6762611406,-1.3491912037,-1.1280035698,2
2606,-2.3719664247,-1.9616641082,-1.2372972278,2
2607,-2.9854252157,-1.2149188306,-1.2179426404,2
2608,-2.0477750880,-1.2633829265,-5.0131847695,3
2609,-5.2373854012,-1.0461694792,-1.7807954139,1
2610,-4.6758306899,-0.9558749411,-0.8262046509,1
2611,-1.8217666880,-1.2981400274,-1.3711416514,2
2612,-2.2555616503,-0.9394853632,-0.9722553789,2
2613,-2.2210966155,-1.1173145240,-1.2754106475,2
2614,-2.6651245338,-1.1468256105,-0.9050926299,2
2615,-2.2777572455,-1.4548487912,-1.3989595743,2
2616,-2.6537429477,-0.9802075384,-0.5928091183,2
2617,-3.0016985905,-1.3560130864,-1.5438125805,2
2618,-2.3985608260,-1.3489444182,-1.0358545909,2
2619,-4.9798722690,-1.3592857451,-5.0100455772,3
2620,-1.8111458945,-1.6107578787,-1.7004908899,2
2621,-2.4876511247,-1.3540886533,-1.7026234431,2
2622,-2.0276985898,-1.2871369240,-1.6319592211,2
2623,-2.1160165051,-0.9998565987,-0.8751525934,2
2624,-1.7414627480,-1.5478322089,-0.9803575441,2
2625,-1.8208030119,-1.1421547671,-0.8194089702,2
2626,-2.5412867413,-1.4894102646,-1.0139986649,2
2627,-2.0005677430,-1.3881900890,-1.2903624133,2
2628,-5.0584076769,-0.6951551429,-0.7764756345,1
2629,-1.9522396336,-1.4100820261,-1.1395707068,2
2630,-2.5021527472,-4.8719221240,-1.1191009776,2
2631,-2.4211962618,-1.2187218993,-1.5523083402,2
2632,-2.2054255905,-0.6650034404,-0.5555230491,2
2633,-1.9543935352,-1.1642257164,-1.5329244446,2
2634,-1.9371127368,-1.3509056026,-1.4491030096,2
2635,-5.2647540149,-0.9230376522,-1.8157786729,1
2636,-2.3196979031,-1.0643268418,-0.8863845387,2
2637,-2.8106476495,-1.2462308272,-0.7136662872,2
2638,-2.3320682090,-1.0957921168,-0.8776877447,2
2639,-2.2435162003,-1.2541808387,-0.9197493793,2
2640,-1.8202946256,-0.7017560613,-0.5861253680,2
2641,-1.9261812281,-1.4086009881,-0.9248539993,2
2642,-1.9297169973,-1.2800750949,-1.4757850142,2
2643,-2.8022306190,-0.4535283905,-0.5780832138,2
2644,-2.6110804841,-1.3789138904,-1.0115965921,2
2645,-1.9785466478,-1.4129992715,-1.2135598577,2
2646,-2.0759613950,-2.2404180921,-1.0123560021,2
2647,-2.0112659327,-1.1172443736,-0.8628116721,2
2648,-2.4426183792,-1.2373552850,-1.7071208083,2
2649,-4.3884736123,-1.0729662279,-1.1915780132,1
2650,-2.4225892436,-1.2516771239,-0.9432227578,2
2651,-3.3041123241,-1.1078842814,-1.0439737531,2
2652,-2.3901903274,-1.4744583395,-1.1153499694,2
2653,-3.0734668463,-1.0679562115,-1.7366630942,2
2654,-2.2926728975,-1.1258879620,-1.3338796590,2
2655,-2.0313243138,-1.7798260331,-0.8925502645,2
2656,-1.7784726018,-1.1610061816,-1.1679184620,2
2657,-1.7768875262,-1.1134596277,-1.0345585627,2
2658,-1.5918609133,-1.1618414670,-0.9709561029,2
2659,-3.2497505413,-1.3400144117,-1.2584643465,2
2660,-1.8792736694,-1.3804874618,-1.4038652287,2
2661,-1.7604105282,-1.1412998328,-0.5849510644,2
2662,-3.7422843566,-1.1321468003,-0.6847106864,1
2663,-4.7973644088,-1.1407007936,-0.9965365366,1
2664,-3.3283632483,-1.2069097544,-1.0864610425,2
2665,-2.0245043521,-1.2403874310,-1.0666113160,2
2666,-2.4430088886,-1.2172750205,-1.3452242542,2
2667,-2.2155132648,-1.4267414877,-1.1522724138,2
2668,-1.9066902043,-1.5542212474,-4.7312252906,3
2669,-2.0509080934,-1.4291417592,-5.0454795602,3
2670,-2.1156363364,-1.0303452627,-0.8911692483,2
2671,-2.5341375267,-1.6138447594,-1.8705499265,2
2672,-2.8721223836,-1.1949408662,-0.7575372778,2
2673,-2.1458883556,-1.1000590755,-0.9146795063,2
2674,-2.3081941429,-1.1567008543,-0.8173626732,2
2675,-1.8276860271,-1.1841852532,-1.1523107465,2
2676,-1.4538087148,-1.2108529115,-1.0892226849,2
2677,-1.9179347841,-1.1928741940,-0.8435371523,2
2678,-2.9776228910,-1.0801671363,-0.8267808585,2
2679,-1.7122835516,-0.9978770813,-1.1679138529,2
2680,-3.1319651317,-0.8920663787,-1.0412759306,2
2681,-2.5255029936,-0.9904787737,-0.9470657095,2
2682,-2.4374141070,-1.2941079300,-1.0844411852,2
2683,-2.3543471205,-1.0718789610,-0.7502333973,2
2684,-3.3792775065,-0.9209108504,-0.6838429768,1
2685,-2.4453082183,-1.2503424720,-1.1255314435,2
2686,-1.9164849213,-1.6241154089,-1.7556111263,2
2687,-2.5060199798,-0.7067716062,-0.7293895573,2
2688,-1.8922269918,-1.3028103638,-1.5141252337,2
2689,-1.7604485275,-1.2027535161,-1.3885200568,2
2690,-1.9629391584,-1.2352031428,-1.3102867748,2
2691,-4.6895961735,-1.1079902357,-1.9978645788,1
2692,-4.8219494520,-1.3588577239,-1.1129807820,1
2693,-2.3090678514,-1.2525687108,-1.1767672973,2
2694,-2.0809001041,-1.4205561941,-0.7938723026,2
2695,-3.2549500879,-1.1159474772,-1.2387810163,2
2696,-2.7520674840,-1.8408430331,-0.9946211218,2
2697,-1.9029658625,-1.2247189401,-0.8514597639,2
2698,-2.1360694163,-1.1159178964,-0.8889548795,2
2699,-2.4467937635,-1.2067728524,-1.5492123659,2
2700,-4.5098941443,-4.7448473825,-0.8970832885,1
2701,-2.4328057261,-1.8680444759,-1.2855873672,2
2702,-2.5086091743,-1.3672025099,-1.5290734717,2
2703,-3.9825337787,-1.4726144549,-1.2257800570,1
2704,-1.7895989739,-1.0544001974,-0.7676244220,2
2705,-2.4065793799,-1.2165537656,-1.1641605391,2
2706,-1.8841690988,-1.5097113398,-1.2324139150,2
2707,-1.8789161526,-1.4174921153,-1.3839982276,2
2708,-1.8104295475,-1.0340135734,-0.9103692489,2
2709,-2.3942959940,-0.9427376055,-0.7467407705,2
2710,-2.9922680821,-1.0686842253,-1.0703144499,2
2711,-3.0024180320,-1.6526928306,-1.1720891586,2
2712,-1.8731438637,-1.3431778472,-1.0978809945,2
2713,-1.6727455782,-0.8575610809,-0.9602887280,2
2714,-3.9575975254,-1.3271967948,-1.3596022103,1
2715,-1.9261177603,-1.1579551879,-0.7772368359,2
2716,-4.8318367934,-0.9181066549,-0.7611973906,1
2717,-2.4202999453,-1.2477154009,-0.8416250917,2
2718,-2.7079820830,-1.3510435140,-1.0812617542,2
2719,-1.8875331932,-0.8781039439,-0.7785724800,2
2720,-2.0555506497,-1.0752489951,-1.0772804278,2
2721,-1.5884708544,-1.0409078502,-0.9241086083,2
2722,-1.8726482335,-1.2298498920,-4.9981677074,3
2723,-2.8035424038,-1.0675794028,-0.9894387223,2
2724,-2.1491901094,-2.1568969479,-1.3632561537,2
2725,-2.0024046990,-1.1857514670,-1.2158533229,2
2726,-1.8142580672,-1.3666341860,-1.3834218885,2
2727,-2.3430165314,-1.2271206757,-1.1083549362,2
2728,-1.7101600828,-0.7666711021,-0.9530371605,2
2729,-2.4667390436,-2.0864745227,-1.1434555104,2
2730,-2.8580892303,-1.4331542615,-1.0181202338,2
2731,-2.9253895474,-1.0746453149,-0.9599993718,2
2732,-4.7983656090,-1.2102173022,-0.6753203835,1
2733,-2.6705075920,-1.1346583686,-1.1940619014,2
2734,-2.5676555933,-1.1204167845,-1.0043848819,2
2735,-1.5074929571,-1.4008019794,-0.9453264539,2
2736,-2.1156955846,-1.7025230302,-1.3245621009,2
2737,-2.3382907472,-1.2681705442,-1.1065228458,2
2738,-2.6523909504,-1.4169424265,-1.3351673185,2
2739,-5.1194714444,-1.3896586691,-1.6500057036,1
2740,-1.8164043363,-1.2808843343,-0.7461644833,2
2741,-1.9893951586,-0.9476869498,-1.4619696589,2
2742,-2.6624273807,-1.2403248927,-1.4391449395,2
2743,-1.9375550842,-1.3878558996,-0.9489641684,2
2744,-1.9293025540,-0.8799027016,-0.9328657948,2
2745,-2.3075132844,-1.2633753364,-1.7637810424,2
2746,-2.6825115362,-1.3037194349,-0.9249376449,2
2747,-2.1073842456,-1.0807587990,-1.0539144228,2
2748,-4.2595002570,-1.1841771953,-1.0715706830,1
2749,-3.8561315874,-1.1849915420,-1.3998787148,1
2750,-1.9069678976,-1.1790066410,-0.9266720533,2
2751,-3.3347312083,-1.2775441568,-1.3451234284,2
2752,-2.2038344649,-1.2983848661,-1.2871489797,2
2753,-2.0202774034,-1.1668174555,-1.3971227982,2
2754,-2.4780639021,-0.8519841255,-1.1872769415,2
2755,-3.1731718813,-1.4327255372,-1.0519077925,2
2756,-2.1684189860,-1.1341827783,-0.9636133284,2
2757,-2.1716634415,-1.2268365494,-2.7995262289,2
2758,-5.3685160325,-1.1316375575,-1.5787191550,1
2759,-2.2504393860,-1.3741637030,-1.2527646423,2
2760,-1.7760757113,-1.0479590041,-1.3556131454,2
2761,-1.9709251723,-1.3630129289,-1.9013489596,2
2762,-1.9352973761,-1.1184407733,-1.2772808883,2
2763,-2.2547141882,-1.0229788780,-1.0365216493,2
2764,-3.3514985567,-1.1220633095,-0.9231316967,2
2765,-5.4223032230,-1.0966990035,-4.8770125005,3
2766,-2.8609400141,-1.3579607803,-0.7894469376,2
2767,-2.4393465350,-0.6546116386,-0.6447396478,2
2768,-4.5543806347,-1.1185967859,-0.9582849236,1
2769,-2.3902022127,-1.3639883943,-1.2036599761,2
2770,-2.3118826942,-1.6120869368,-1.1169885345,2
2771,-2.2049088593,-1.2813311389,-1.2513830652,2
2772,-1.7386989704,-1.4109593048,-1.4286075525,2
2773,-1.9665379794,-1.1096003380,-1.2123567291,2
2774,-2.1037707121,-0.9459921055,-0.4925119475,2
2775,-5.1482349158,-1.5889025997,-0.9770995997,1
2776,-1.8842749599,-2.1075100309,-4.8987182151,3
2777,-2.3336751828,-1.0581753901,-1.2060644913,2
2778,-2.1622088572,-1.2460558336,-1.2130313669,2
2779,-3.5934322300,-1.3673795818,-1.2618366810,1
2780,-2.1276540454,-0.9452816003,-1.0830991120,2
2781,-2.6080837663,-1.3559427437,-1.1516038756,2
2782,-2.1479774200,-1.0375672793,-0.8209923159,2
2783,-2.4636024966,-1.0878263035,-1.0733920223,2
2784,-1.5896965438,-1.0262868708,-1.2143359753,2
2785,-2.1301571924,-1.7914134491,-1.1275414931,2
2786,-2.4677973823,-1.0565039052,-2.1810864259,2
2787,-5.4292813960,-1.0787593637,-5.0127571762,3
2788,-2.1135221700,-0.9007100904,-1.4613795053,2
2789,-1.7336522245,-1.2043129081,-1.7277638407,2
2790,-1.9551467257,-0.9852670001,-0.7327958707,2
2791,-2.1831220795,-1.2878669134,-1.0442178898,2
2792,-2.0524017677,-1.5084016505,-1.9685733516,2
2793,-3.0580630902,-1.3989705026,-1.1714383924,2
2794,-4.1027793625,-0.8917294939,-0.7626871085,1
2795,-1.7622232721,-1.0640338364,-0.8347896155,2
2796,-2.5012860093,-1.2769789200,-1.1815779641,2
2797,-5.2728324214,-1.3231659549,-2.4558888709,1
2798,-2.5649195605,-1.4454186227,-2.1706193699,2
2799,-5.5351152082,-1.1023894483,-4.8732799945,3
2800,-2.1372970485,-1.4932847245,-1.7435080168,2
2801,-2.3751786686,-1.3340810656,-1.1004593551,2
2802,-2.3002159747,-1.1826983860,-0.9194086877,2
2803,-4.3005008216,-0.9210890184,-0.7609399923,1
2804,-1.6290556247,-0.9629642348,-0.4702253084,2
2805,-1.8207019411,-1.0914917134,-1.0752240945,2
2806,-2.1990957723,-1.4076396455,-1.5527319012,2
2807,-2.8086516539,-1.1013243319,-0.8999829390,2
2808,-2.8469210892,-0.9940032134,-2.3890936761,2
2809,-1.8409439074,-1.1396560492,-0.6827677022,2
2810,-2.0295029692,-1.3526844467,-1.0919771337,2
2811,-2.8469776191,-1.0258736597,-1.0794714809,2
2812,-2.0802767889,-0.9253190273,-0.5473142474,2
2813,-2.7965540326,-1.1353881383,-1.8539943151,2
2814,-1.7255210489,-0.7455948564,-0.7603243712,2
2815,-2.4629947538,-1.3653506153,-1.4496261232,2
2816,-2.2114819122,-1.2246005137,-1.1818925509,2
2817,-2.7028274132,-1.2609819369,-1.0196732694,2
2818,-2.1577376374,-0.9087717430,-1.2663480060,2
2819,-2.0679633082,-0.8774233910,-0.8454011147,2
2820,-1.9371369738,-0.9005396929,-1.1027917204,2
2821,-1.6760360071,-0.9060423071,-0.8931348244,2
2822,-2.6372062165,-1.8996301743,-1.9365481161,2
2823,-1.8684876915,-1.9127680901,-1.9949150436,2
2824,-2.2564315717,-1.0794690518,-1.0160395596,2
2825,-2.5776801007,-1.3149409641,-1.5657977788,2
2826,-1.7599266981,-1.3942736140,-2.0957722462,2
2827,-2.4723851666,-1.3827903144,-1.3329145776,2
2828,-2.0976047184,-1.3571298578,-1.0436687754,2
2829,-2.3249105486,-1.0349991681,-0.9598222520,2
2830,-2.3430672598,-1.0917176053,-1.1052939898,2
2831,-2.0368857922,-1.2436404457,-1.4654609869,2
2832,-2.5031331513,-0.8187153769,-0.7853011835,2
2833,-2.7904377990,-1.4150787539,-1.1102892813,2
2834,-5.1625804507,-1.0461606184,-0.9304841488,1
2835,-2.1727239005,-1.1432321418,-0.9659248084,2
2836,-1.9157491454,-0.8964559805,-0.8481961428,2
2837,-2.1599964376,-1.3628189690,-1.1822067235,2
2838,-2.6254251765,-1.3190291518,-1.2246704211,2
2839,-1.7717282415,-1.2014243110,-0.9483984244,2
2840,-2.1219770578,-4.8403193180,-0.7019414085,2
2841,-1.7811120107,-1.2251674096,-0.8031291260,2
2842,-4.6572883136,-1.5356919130,-1.0608520521,1
2843,-1.8461539854,-1.4168684756,-1.6495371577,2
2844,-2.2447932038,-1.6930445008,-0.9116038864,2
2845,-3.9042924124,-1.1873398342,-1.4053235624,1
2846,-3.0980444530,-1.4142537564,-0.6926577469,2
2847,-4.9367854587,-1.3711436237,-1.8108103272,1
2848,-1.5614937398,-1.0341719660,-0.8835622588,2
2849,-5.2491978991,-1.4420551068,-1.5209021386,1
2850,-1.8762089785,-0.9950119175,-0.8609899117,2
2851,-2.1026638263,-0.8953168217,-0.8097257900,2
2852,-5.1931762044,-0.5175126366,-4.7656179657,3
2853,-1.5345450897,-1.2855182402,-1.3633321792,2
2854,-3.0401409548,-1.3920710592,-0.9713180858,2
2855,-2.1118932912,-2.2472519048,-1.1387093324,2
2856,-4.6247057114,-1.2668963746,-1.1900899835,1
2857,-1.8547553104,-1.2528208701,-1.0309326373,2
2858,-2.7324282931,-2.0047529662,-0.8893596686,2
