VariantLabel,FWPattern,HWPattern,Realization,Log10Kxx,Log10Kyy,Log10Kzz,SandFrac3D,AcrossFaultSandConnected3D,VerticalSandConnected3D,StrikeSandConnected3D,MaxSandObjectX3D,MaxSandObjectZ3D,MaxSandObjectY3D,NumSegments,SegmentAcrossFaultConnFraction,UpperHalfSandFracMean,LowerHalfSandFracMean,MeanPsmear,MinPsmear
nonuniform_SSSC,SSSC,S,51,-0.693169416639158,0.92334096106304,0.746486860399351,0.339133333333333,1,1,1,1,1,1,9,0.111111111111111,0.407133333333333,0.271133333333333,1,1
nonuniform_SSSC,SSSC,S,52,-4.1405447963567,0.693845371643471,-1.43511901383195,0.246185714285714,0,0,1,0.97,0.97,1,7,0,0.300771428571429,0.1916,1,1
nonuniform_SSSC,SSSC,S,53,-3.96958715582633,0.859782652866481,0.579021003239576,0.382691666666667,0,0,1,0.99,0.99,1,12,0,0.4538,0.311583333333333,1,1
nonuniform_SSSC,SSSC,S,54,-4.50150861548659,0.644619506447631,-3.81638352003976,0.0785,0,0,1,0.59,0.59,1,10,0,0.13046,0.02654,1,1
nonuniform_SSSC,SSSC,S,55,-4.28660999456522,0.487634658212852,-1.68989740211068,0.17396,0,0,1,0.7,0.7,1,5,0,0.2454,0.10252,1,1
nonuniform_SSSC,SSSC,S,56,0.211998439875879,0.770358706982891,1.14106212337057,0.47798,1,1,1,1,1,1,5,0.2,0.53324,0.42272,1,1
nonuniform_SSSC,SSSC,S,57,-0.266681171421155,1.46872757245345,0.935074922027733,0.41291,1,1,1,1,1,1,10,0.1,0.48414,0.34168,1,1
nonuniform_SSSC,SSSC,S,58,-4.04449645467301,0.835220613001709,-1.14688167757378,0.388616666666667,0,0,1,0.83,0.83,1,6,0,0.463366666666667,0.313866666666667,1,1
nonuniform_SSSC,SSSC,S,59,-3.83321684355871,0.91927523171465,-0.638977924953545,0.410272727272727,0,0,1,0.99,0.99,1,11,0,0.473309090909091,0.347236363636364,1,1
nonuniform_SSSC,SSSC,S,60,-3.90645717350409,1.37503963061943,-0.702068495815095,0.39547,0,0,1,0.99,0.99,1,10,0,0.46578,0.32516,1,1
nonuniform_SSSC,SSSC,S,61,-4.28332119586028,0.488309690842036,-1.71781364386736,0.242263636363636,0,0,1,0.93,0.93,1,11,0,0.300745454545455,0.183781818181818,1,1
nonuniform_SSSC,SSSC,S,62,-3.68119662550206,1.29241362964906,-0.152853903519644,0.502244444444444,0,0,1,0.99,0.99,1,9,0,0.568088888888889,0.4364,1,1
nonuniform_SSSC,SSSC,S,63,-4.10603908895565,0.607825016903563,-0.666937225058348,0.232566666666667,0,0,1,0.96,0.96,1,9,0,0.286244444444444,0.178888888888889,1,1
nonuniform_SSSC,SSSC,S,64,-4.0738238541911,0.632275543542232,-0.148839372363131,0.338475,0,0,1,0.96,0.96,1,12,0,0.408416666666667,0.268533333333333,1,1
nonuniform_SSSC,SSSC,S,65,-3.89159194228372,0.953668530888871,-0.0599308570092481,0.363788888888889,0,0,1,0.98,0.98,1,9,0,0.432066666666667,0.295511111111111,1,1
nonuniform_SSSC,SSSC,S,66,-4.03810357048904,1.06622520867142,-0.282491075420341,0.339,0,0,1,0.99,0.99,1,8,0,0.415875,0.262125,1,1
nonuniform_SSSC,SSSC,S,67,-4.21837021661658,0.701935673434094,-1.28590178399958,0.203511111111111,0,0,1,0.89,0.89,1,9,0,0.261355555555556,0.145666666666667,1,1
nonuniform_SSSC,SSSC,S,68,-4.08972411640901,0.775478277324923,-0.111429454560613,0.311683333333333,0,0,1,0.99,0.99,1,12,0,0.372416666666667,0.25095,1,1
nonuniform_SSSC,SSSC,S,69,-4.24796563307375,0.729630323844437,0.241248088294107,0.285790909090909,0,0,1,0.87,0.87,1,11,0,0.349781818181818,0.2218,1,1
nonuniform_SSSC,SSSC,S,70,-4.0725338824722,1.92929081481193,-0.822188347176542,0.4096,0,0,1,0.82,0.82,1,2,0,0.5065,0.3127,1,1
