Window,Nsim,Metric,Component,MedianScore,P10Score,P90Score,FloorMedian,FloorMin,FloorMax
famp1,50,Hellinger,kzz,0.150614921435478,0.0947535539124229,0.219407329435959,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,50,Wasserstein,kxx,0.137222446071105,0.0900040346275342,0.258524030768865,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,50,Wasserstein,kyy,0.0839067990349575,0.059913735505829,0.109005821452707,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,50,Wasserstein,kzz,0.138325631915218,0.0716923575146903,0.214005400588267,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,100,MAE,kxx,0.00942083333333333,0.00622083333333333,0.0132520833333333,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,100,MAE,kyy,0.00615625,0.00412083333333333,0.00990625,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,100,MAE,kzz,0.00663541666666667,0.00425833333333333,0.00997708333333333,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,100,Hellinger,kxx,0.130851199802321,0.0811037259357162,0.190197664692676,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,100,Hellinger,kyy,0.125939674046777,0.0931931297530791,0.160833998714567,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,100,Hellinger,kzz,0.110631138457991,0.0827424825124585,0.151939481322248,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,100,Wasserstein,kxx,0.118417447755711,0.0594239828994906,0.181082604071273,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,100,Wasserstein,kyy,0.0569138818543314,0.04027847515134,0.084008873702117,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,100,Wasserstein,kzz,0.103438631889235,0.0542594234968075,0.20134915813372,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,200,MAE,kxx,0.0069,0.0041,0.00898541666666667,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,200,MAE,kyy,0.00444583333333333,0.00276666666666667,0.00745,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,200,MAE,kzz,0.00457708333333333,0.00294791666666667,0.00605208333333333,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,200,Hellinger,kxx,0.0921974307016997,0.0650897855729415,0.128027906426417,0.0112045139838555,0.00830165839071879,0.0127399250688381
